sector,subsector,iso3_country,co2e_100yr,continent_ct
forestry-and-land-use,forest-land-fires,DMA,182,North America
transportation,international-aviation,DMA,3226,North America
forestry-and-land-use,net-forest-land,DMA,-257955,North America
forestry-and-land-use,net-shrubgrass,DMA,-83,North America
forestry-and-land-use,net-wetland,DMA,-352,North America
forestry-and-land-use,removals,DMA,-5394,North America
forestry-and-land-use,shrubgrass-fires,DMA,0,North America
forestry-and-land-use,wetland-fires,DMA,0,North America
agriculture,cropland-fires,DNK,11889,Europe
transportation,domestic-aviation,DNK,3994,Europe
power,electricity-generation,DNK,379000,Europe
agriculture,enteric-fermentation-cattle-pasture,DNK,22177,Europe
forestry-and-land-use,forest-land-clearing,DNK,40162,Europe
forestry-and-land-use,forest-land-degradation,DNK,0,Europe
forestry-and-land-use,forest-land-fires,DNK,566,Europe
transportation,international-aviation,DNK,103901,Europe
agriculture,manure-left-on-pasture-cattle,DNK,7814,Europe
forestry-and-land-use,net-forest-land,DNK,-93580,Europe
forestry-and-land-use,net-shrubgrass,DNK,-1173,Europe
forestry-and-land-use,net-wetland,DNK,-7288,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,DNK,82200,Europe
fossil-fuel-operations,oil-and-gas-refining,DNK,986676,Europe
manufacturing,other-manufacturing,DNK,23376,Europe
forestry-and-land-use,removals,DNK,-45512,Europe
transportation,road-transportation,DNK,116463,Europe
forestry-and-land-use,shrubgrass-fires,DNK,72,Europe
waste,solid-waste-disposal,DNK,16963,Europe
agriculture,synthetic-fertilizer-application,DNK,27033,Europe
waste,wastewater-treatment-and-discharge,DNK,1469,Europe
forestry-and-land-use,wetland-fires,DNK,13,Europe
mineral-extraction,copper-mining,DOM,115820,North America
agriculture,cropland-fires,DOM,20013,North America
transportation,domestic-aviation,DOM,1015,North America
power,electricity-generation,DOM,504941,North America
agriculture,enteric-fermentation-cattle-pasture,DOM,48175,North America
forestry-and-land-use,forest-land-clearing,DOM,49707,North America
forestry-and-land-use,forest-land-degradation,DOM,2777,North America
forestry-and-land-use,forest-land-fires,DOM,5615,North America
transportation,international-aviation,DOM,207991,North America
agriculture,manure-left-on-pasture-cattle,DOM,13866,North America
forestry-and-land-use,net-forest-land,DOM,54826,North America
forestry-and-land-use,net-shrubgrass,DOM,-4789,North America
forestry-and-land-use,net-wetland,DOM,-1446,North America
fossil-fuel-operations,oil-and-gas-refining,DOM,122512,North America
forestry-and-land-use,removals,DOM,-56784,North America
transportation,road-transportation,DOM,110759,North America
forestry-and-land-use,shrubgrass-fires,DOM,575,North America
waste,solid-waste-disposal,DOM,46517,North America
agriculture,synthetic-fertilizer-application,DOM,6045,North America
waste,wastewater-treatment-and-discharge,DOM,10454,North America
forestry-and-land-use,water-reservoirs,DOM,3313,North America
forestry-and-land-use,wetland-fires,DOM,26,North America
agriculture,cropland-fires,DZA,219,Africa
transportation,domestic-aviation,DZA,5688,Africa
power,electricity-generation,DZA,781214,Africa
agriculture,enteric-fermentation-cattle-pasture,DZA,350,Africa
forestry-and-land-use,forest-land-clearing,DZA,1605,Africa
forestry-and-land-use,forest-land-degradation,DZA,0,Africa
forestry-and-land-use,forest-land-fires,DZA,7176,Africa
transportation,international-aviation,DZA,16406,Africa
agriculture,manure-left-on-pasture-cattle,DZA,181,Africa
forestry-and-land-use,net-forest-land,DZA,27472,Africa
forestry-and-land-use,net-shrubgrass,DZA,11070,Africa
forestry-and-land-use,net-wetland,DZA,86,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,DZA,8796149,Africa
fossil-fuel-operations,oil-and-gas-refining,DZA,933220,Africa
forestry-and-land-use,removals,DZA,-7625,Africa
transportation,road-transportation,DZA,72371,Africa
forestry-and-land-use,shrubgrass-fires,DZA,782,Africa
waste,solid-waste-disposal,DZA,65838,Africa
agriculture,synthetic-fertilizer-application,DZA,721,Africa
waste,wastewater-treatment-and-discharge,DZA,9260,Africa
forestry-and-land-use,water-reservoirs,DZA,1838,Africa
forestry-and-land-use,wetland-fires,DZA,1,Africa
agriculture,cropland-fires,ECU,34983,South America
transportation,domestic-aviation,ECU,16292,South America
power,electricity-generation,ECU,134750,South America
agriculture,enteric-fermentation-cattle-pasture,ECU,42856,South America
forestry-and-land-use,forest-land-clearing,ECU,273638,South America
forestry-and-land-use,forest-land-degradation,ECU,10941,South America
forestry-and-land-use,forest-land-fires,ECU,2148,South America
transportation,international-aviation,ECU,283983,South America
agriculture,manure-left-on-pasture-cattle,ECU,12335,South America
forestry-and-land-use,net-forest-land,ECU,-333107,South America
forestry-and-land-use,net-shrubgrass,ECU,-101261,South America
forestry-and-land-use,net-wetland,ECU,-6211,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,ECU,1189530,South America
fossil-fuel-operations,oil-and-gas-refining,ECU,473679,South America
forestry-and-land-use,removals,ECU,-293018,South America
transportation,road-transportation,ECU,222090,South America
forestry-and-land-use,shrubgrass-fires,ECU,732,South America
waste,solid-waste-disposal,ECU,242447,South America
agriculture,synthetic-fertilizer-application,ECU,12318,South America
waste,wastewater-treatment-and-discharge,ECU,8346,South America
forestry-and-land-use,water-reservoirs,ECU,11036,South America
forestry-and-land-use,wetland-fires,ECU,34,South America
fossil-fuel-operations,coal-mining,EGY,4304,Africa
agriculture,cropland-fires,EGY,4583,Africa
transportation,domestic-aviation,EGY,9635,Africa
power,electricity-generation,EGY,1952600,Africa
agriculture,enteric-fermentation-cattle-pasture,EGY,9797,Africa
forestry-and-land-use,forest-land-clearing,EGY,22,Africa
forestry-and-land-use,forest-land-degradation,EGY,0,Africa
forestry-and-land-use,forest-land-fires,EGY,0,Africa
transportation,international-aviation,EGY,201105,Africa
agriculture,manure-left-on-pasture-cattle,EGY,5058,Africa
forestry-and-land-use,net-forest-land,EGY,-3880,Africa
forestry-and-land-use,net-shrubgrass,EGY,-4866,Africa
forestry-and-land-use,net-wetland,EGY,1655,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,EGY,2216140,Africa
fossil-fuel-operations,oil-and-gas-refining,EGY,692864,Africa
forestry-and-land-use,removals,EGY,-970,Africa
transportation,road-transportation,EGY,59990,Africa
forestry-and-land-use,shrubgrass-fires,EGY,0,Africa
waste,solid-waste-disposal,EGY,663118,Africa
agriculture,synthetic-fertilizer-application,EGY,50328,Africa
waste,wastewater-treatment-and-discharge,EGY,19223,Africa
forestry-and-land-use,water-reservoirs,EGY,2268315,Africa
forestry-and-land-use,wetland-fires,EGY,0,Africa
mineral-extraction,copper-mining,ERI,152710,Africa
agriculture,cropland-fires,ERI,15025,Africa
power,electricity-generation,ERI,149500,Africa
agriculture,enteric-fermentation-cattle-pasture,ERI,51863,Africa
forestry-and-land-use,forest-land-clearing,ERI,2,Africa
forestry-and-land-use,forest-land-degradation,ERI,0,Africa
forestry-and-land-use,forest-land-fires,ERI,158,Africa
transportation,international-aviation,ERI,10142,Africa
agriculture,manure-left-on-pasture-cattle,ERI,26779,Africa
forestry-and-land-use,net-forest-land,ERI,14303,Africa
forestry-and-land-use,net-shrubgrass,ERI,164814,Africa
forestry-and-land-use,net-wetland,ERI,59,Africa
forestry-and-land-use,removals,ERI,-4623,Africa
transportation,road-transportation,ERI,65279,Africa
forestry-and-land-use,shrubgrass-fires,ERI,2836,Africa
waste,solid-waste-disposal,ERI,67129,Africa
agriculture,synthetic-fertilizer-application,ERI,181,Africa
forestry-and-land-use,water-reservoirs,ERI,807,Africa
forestry-and-land-use,wetland-fires,ERI,14,Africa
agriculture,cropland-fires,ESH,0,Africa
transportation,domestic-aviation,ESH,9214,Africa
power,electricity-generation,ESH,0,Africa
agriculture,enteric-fermentation-cattle-pasture,ESH,0,Africa
forestry-and-land-use,forest-land-clearing,ESH,0,Africa
forestry-and-land-use,forest-land-degradation,ESH,0,Africa
forestry-and-land-use,forest-land-fires,ESH,0,Africa
transportation,international-aviation,ESH,924,Africa
agriculture,manure-left-on-pasture-cattle,ESH,0,Africa
forestry-and-land-use,net-forest-land,ESH,3,Africa
forestry-and-land-use,net-shrubgrass,ESH,-13235,Africa
forestry-and-land-use,net-wetland,ESH,-1964,Africa
forestry-and-land-use,removals,ESH,-156,Africa
transportation,road-transportation,ESH,70679,Africa
forestry-and-land-use,shrubgrass-fires,ESH,0,Africa
agriculture,synthetic-fertilizer-application,ESH,4,Africa
forestry-and-land-use,wetland-fires,ESH,0,Africa
fossil-fuel-operations,coal-mining,ESP,86096,Europe
mineral-extraction,copper-mining,ESP,93066,Europe
agriculture,cropland-fires,ESP,53443,Europe
transportation,domestic-aviation,ESP,51617,Europe
power,electricity-generation,ESP,328733,Europe
agriculture,enteric-fermentation-cattle-pasture,ESP,225910,Europe
forestry-and-land-use,forest-land-clearing,ESP,676466,Europe
forestry-and-land-use,forest-land-degradation,ESP,0,Europe
forestry-and-land-use,forest-land-fires,ESP,57229,Europe
transportation,international-aviation,ESP,258931,Europe
mineral-extraction,iron-mining,ESP,220689,Europe
agriculture,manure-left-on-pasture-cattle,ESP,79599,Europe
forestry-and-land-use,net-forest-land,ESP,2396909,Europe
forestry-and-land-use,net-shrubgrass,ESP,739244,Europe
forestry-and-land-use,net-wetland,ESP,5023,Europe
fossil-fuel-operations,oil-and-gas-refining,ESP,1206994,Europe
manufacturing,other-manufacturing,ESP,214170,Europe
manufacturing,petrochemicals,ESP,642190,Europe
forestry-and-land-use,removals,ESP,-674486,Europe
agriculture,rice-cultivation,ESP,237570,Europe
transportation,road-transportation,ESP,339613,Europe
forestry-and-land-use,shrubgrass-fires,ESP,6226,Europe
waste,solid-waste-disposal,ESP,32055,Europe
agriculture,synthetic-fertilizer-application,ESP,174860,Europe
waste,wastewater-treatment-and-discharge,ESP,2238,Europe
forestry-and-land-use,water-reservoirs,ESP,2615,Europe
forestry-and-land-use,wetland-fires,ESP,51,Europe
agriculture,cropland-fires,EST,3191,Europe
transportation,domestic-aviation,EST,822,Europe
power,electricity-generation,EST,820800,Europe
agriculture,enteric-fermentation-cattle-pasture,EST,2608,Europe
forestry-and-land-use,forest-land-clearing,EST,124797,Europe
forestry-and-land-use,forest-land-degradation,EST,0,Europe
forestry-and-land-use,forest-land-fires,EST,136,Europe
transportation,international-aviation,EST,75204,Europe
agriculture,manure-left-on-pasture-cattle,EST,919,Europe
forestry-and-land-use,net-forest-land,EST,-60063,Europe
forestry-and-land-use,net-shrubgrass,EST,-6815,Europe
forestry-and-land-use,net-wetland,EST,-12944,Europe
forestry-and-land-use,removals,EST,-127365,Europe
transportation,road-transportation,EST,85505,Europe
forestry-and-land-use,shrubgrass-fires,EST,45,Europe
waste,solid-waste-disposal,EST,6755,Europe
agriculture,synthetic-fertilizer-application,EST,4138,Europe
waste,wastewater-treatment-and-discharge,EST,1408,Europe
forestry-and-land-use,wetland-fires,EST,5,Europe
fossil-fuel-operations,coal-mining,ETH,156403,Africa
agriculture,cropland-fires,ETH,295101,Africa
transportation,domestic-aviation,ETH,4489,Africa
power,electricity-generation,ETH,0,Africa
agriculture,enteric-fermentation-cattle-pasture,ETH,1545477,Africa
forestry-and-land-use,forest-land-clearing,ETH,173655,Africa
forestry-and-land-use,forest-land-degradation,ETH,46037,Africa
forestry-and-land-use,forest-land-fires,ETH,6848445,Africa
transportation,international-aviation,ETH,947346,Africa
agriculture,manure-left-on-pasture-cattle,ETH,798007,Africa
forestry-and-land-use,net-forest-land,ETH,3250206,Africa
forestry-and-land-use,net-shrubgrass,ETH,2883674,Africa
forestry-and-land-use,net-wetland,ETH,-38102,Africa
forestry-and-land-use,removals,ETH,-6827222,Africa
transportation,road-transportation,ETH,34111,Africa
forestry-and-land-use,shrubgrass-fires,ETH,953361,Africa
waste,solid-waste-disposal,ETH,234367,Africa
agriculture,synthetic-fertilizer-application,ETH,51984,Africa
waste,wastewater-treatment-and-discharge,ETH,20189,Africa
forestry-and-land-use,water-reservoirs,ETH,57094,Africa
forestry-and-land-use,wetland-fires,ETH,15787,Africa
mineral-extraction,copper-mining,FIN,246441,Europe
agriculture,cropland-fires,FIN,16310,Europe
transportation,domestic-aviation,FIN,5050,Europe
power,electricity-generation,FIN,96266,Europe
agriculture,enteric-fermentation-cattle-pasture,FIN,59374,Europe
forestry-and-land-use,forest-land-clearing,FIN,6404343,Europe
forestry-and-land-use,forest-land-degradation,FIN,0,Europe
forestry-and-land-use,forest-land-fires,FIN,2078,Europe
transportation,international-aviation,FIN,58434,Europe
agriculture,manure-left-on-pasture-cattle,FIN,20920,Europe
forestry-and-land-use,net-forest-land,FIN,2380845,Europe
forestry-and-land-use,net-shrubgrass,FIN,-289607,Europe
forestry-and-land-use,net-wetland,FIN,-69390,Europe
fossil-fuel-operations,oil-and-gas-refining,FIN,2346263,Europe
manufacturing,other-manufacturing,FIN,149000,Europe
manufacturing,petrochemicals,FIN,532390,Europe
forestry-and-land-use,removals,FIN,-6367343,Europe
transportation,road-transportation,FIN,377170,Europe
forestry-and-land-use,shrubgrass-fires,FIN,7,Europe
waste,solid-waste-disposal,FIN,15015,Europe
agriculture,synthetic-fertilizer-application,FIN,46315,Europe
waste,wastewater-treatment-and-discharge,FIN,2802,Europe
forestry-and-land-use,water-reservoirs,FIN,5441,Europe
forestry-and-land-use,wetland-fires,FIN,0,Europe
agriculture,cropland-fires,FJI,7242,Oceania
transportation,domestic-aviation,FJI,378,Oceania
power,electricity-generation,FJI,73666,Oceania
forestry-and-land-use,forest-land-clearing,FJI,483349,Oceania
forestry-and-land-use,forest-land-degradation,FJI,314856,Oceania
forestry-and-land-use,forest-land-fires,FJI,30394,Oceania
transportation,international-aviation,FJI,46401,Oceania
forestry-and-land-use,net-forest-land,FJI,-187685,Oceania
forestry-and-land-use,net-shrubgrass,FJI,-11630,Oceania
forestry-and-land-use,net-wetland,FJI,13269,Oceania
forestry-and-land-use,removals,FJI,-869763,Oceania
transportation,road-transportation,FJI,175106,Oceania
forestry-and-land-use,shrubgrass-fires,FJI,38506,Oceania
waste,solid-waste-disposal,FJI,193297,Oceania
waste,wastewater-treatment-and-discharge,FJI,8352,Oceania
forestry-and-land-use,wetland-fires,FJI,81,Oceania
forestry-and-land-use,forest-land-clearing,FLK,0,South America
forestry-and-land-use,forest-land-degradation,FLK,0,South America
forestry-and-land-use,forest-land-fires,FLK,0,South America
forestry-and-land-use,net-forest-land,FLK,48345,South America
forestry-and-land-use,net-shrubgrass,FLK,-1274066,South America
forestry-and-land-use,net-wetland,FLK,-5495,South America
forestry-and-land-use,removals,FLK,-21730,South America
forestry-and-land-use,shrubgrass-fires,FLK,257,South America
forestry-and-land-use,wetland-fires,FLK,10,South America
agriculture,cropland-fires,FRA,92423,Europe
transportation,domestic-aviation,FRA,29322,Europe
power,electricity-generation,FRA,366480,Europe
agriculture,enteric-fermentation-cattle-pasture,FRA,424951,Europe
forestry-and-land-use,forest-land-clearing,FRA,955407,Europe
forestry-and-land-use,forest-land-degradation,FRA,0,Europe
forestry-and-land-use,forest-land-fires,FRA,17768,Europe
transportation,international-aviation,FRA,199647,Europe
agriculture,manure-left-on-pasture-cattle,FRA,149730,Europe
forestry-and-land-use,net-forest-land,FRA,-230220,Europe
forestry-and-land-use,net-shrubgrass,FRA,-233917,Europe
forestry-and-land-use,net-wetland,FRA,-5104,Europe
fossil-fuel-operations,oil-and-gas-refining,FRA,816258,Europe
manufacturing,other-manufacturing,FRA,407899,Europe
manufacturing,petrochemicals,FRA,612589,Europe
forestry-and-land-use,removals,FRA,-995315,Europe
transportation,road-transportation,FRA,351944,Europe
forestry-and-land-use,shrubgrass-fires,FRA,1636,Europe
waste,solid-waste-disposal,FRA,13739,Europe
agriculture,synthetic-fertilizer-application,FRA,173388,Europe
waste,wastewater-treatment-and-discharge,FRA,1458,Europe
forestry-and-land-use,water-reservoirs,FRA,947,Europe
forestry-and-land-use,wetland-fires,FRA,72,Europe
agriculture,cropland-fires,FRO,2,Europe
forestry-and-land-use,forest-land-clearing,FRO,0,Europe
forestry-and-land-use,forest-land-degradation,FRO,0,Europe
forestry-and-land-use,forest-land-fires,FRO,0,Europe
transportation,international-aviation,FRO,16937,Europe
forestry-and-land-use,net-forest-land,FRO,-1339,Europe
forestry-and-land-use,net-shrubgrass,FRO,-148702,Europe
forestry-and-land-use,net-wetland,FRO,-1526,Europe
forestry-and-land-use,removals,FRO,-3421,Europe
forestry-and-land-use,shrubgrass-fires,FRO,0,Europe
forestry-and-land-use,wetland-fires,FRO,0,Europe
transportation,domestic-aviation,FSM,1831,Oceania
transportation,international-aviation,FSM,1289,Oceania
waste,wastewater-treatment-and-discharge,FSM,798,Oceania
agriculture,cropland-fires,GAB,6644,Africa
transportation,domestic-aviation,GAB,1137,Africa
power,electricity-generation,GAB,307000,Africa
agriculture,enteric-fermentation-cattle-pasture,GAB,1484,Africa
forestry-and-land-use,forest-land-clearing,GAB,864461,Africa
forestry-and-land-use,forest-land-degradation,GAB,42459,Africa
forestry-and-land-use,forest-land-fires,GAB,27764,Africa
transportation,international-aviation,GAB,23571,Africa
agriculture,manure-left-on-pasture-cattle,GAB,766,Africa
forestry-and-land-use,net-forest-land,GAB,-47694,Africa
forestry-and-land-use,net-shrubgrass,GAB,-519229,Africa
forestry-and-land-use,net-wetland,GAB,9782,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GAB,653658,Africa
fossil-fuel-operations,oil-and-gas-refining,GAB,109423,Africa
forestry-and-land-use,removals,GAB,-1000484,Africa
transportation,road-transportation,GAB,196598,Africa
forestry-and-land-use,shrubgrass-fires,GAB,41854,Africa
waste,solid-waste-disposal,GAB,240271,Africa
agriculture,synthetic-fertilizer-application,GAB,16,Africa
waste,wastewater-treatment-and-discharge,GAB,391,Africa
forestry-and-land-use,water-reservoirs,GAB,5739,Africa
forestry-and-land-use,wetland-fires,GAB,409,Africa
fossil-fuel-operations,coal-mining,GBR,65253,Europe
agriculture,cropland-fires,GBR,17839,Europe
transportation,domestic-aviation,GBR,12487,Europe
power,electricity-generation,GBR,495384,Europe
agriculture,enteric-fermentation-cattle-pasture,GBR,127191,Europe
forestry-and-land-use,forest-land-clearing,GBR,108580,Europe
forestry-and-land-use,forest-land-degradation,GBR,0,Europe
forestry-and-land-use,forest-land-fires,GBR,25,Europe
transportation,international-aviation,GBR,364632,Europe
agriculture,manure-left-on-pasture-cattle,GBR,44815,Europe
forestry-and-land-use,net-forest-land,GBR,-78499,Europe
forestry-and-land-use,net-shrubgrass,GBR,-322350,Europe
forestry-and-land-use,net-wetland,GBR,-2991,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,GBR,762395,Europe
fossil-fuel-operations,oil-and-gas-refining,GBR,2126523,Europe
manufacturing,other-manufacturing,GBR,165422,Europe
manufacturing,petrochemicals,GBR,662813,Europe
forestry-and-land-use,removals,GBR,-115681,Europe
transportation,road-transportation,GBR,177714,Europe
forestry-and-land-use,shrubgrass-fires,GBR,77,Europe
waste,solid-waste-disposal,GBR,22394,Europe
agriculture,synthetic-fertilizer-application,GBR,75984,Europe
waste,wastewater-treatment-and-discharge,GBR,2774,Europe
forestry-and-land-use,water-reservoirs,GBR,761,Europe
forestry-and-land-use,wetland-fires,GBR,0,Europe
fossil-fuel-operations,coal-mining,GEO,213089,Asia
agriculture,cropland-fires,GEO,2468,Asia
transportation,domestic-aviation,GEO,12,Asia
power,electricity-generation,GEO,287000,Asia
agriculture,enteric-fermentation-cattle-pasture,GEO,9712,Asia
forestry-and-land-use,forest-land-clearing,GEO,9382,Asia
forestry-and-land-use,forest-land-degradation,GEO,0,Asia
forestry-and-land-use,forest-land-fires,GEO,1728,Asia
transportation,international-aviation,GEO,80438,Asia
agriculture,manure-left-on-pasture-cattle,GEO,3273,Asia
forestry-and-land-use,net-forest-land,GEO,-230219,Asia
forestry-and-land-use,net-shrubgrass,GEO,-185200,Asia
forestry-and-land-use,net-wetland,GEO,-3720,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,GEO,2027,Asia
forestry-and-land-use,removals,GEO,-20861,Asia
transportation,road-transportation,GEO,115847,Asia
forestry-and-land-use,shrubgrass-fires,GEO,350,Asia
waste,solid-waste-disposal,GEO,397418,Asia
agriculture,synthetic-fertilizer-application,GEO,5593,Asia
waste,wastewater-treatment-and-discharge,GEO,2346,Asia
forestry-and-land-use,water-reservoirs,GEO,1482,Asia
forestry-and-land-use,wetland-fires,GEO,3,Asia
agriculture,cropland-fires,GGY,0,Europe
transportation,domestic-aviation,GGY,3970,Europe
forestry-and-land-use,forest-land-clearing,GGY,10,Europe
forestry-and-land-use,forest-land-degradation,GGY,0,Europe
forestry-and-land-use,forest-land-fires,GGY,0,Europe
transportation,international-aviation,GGY,31,Europe
forestry-and-land-use,net-forest-land,GGY,1521,Europe
forestry-and-land-use,net-shrubgrass,GGY,250,Europe
forestry-and-land-use,net-wetland,GGY,-3,Europe
forestry-and-land-use,removals,GGY,25,Europe
forestry-and-land-use,shrubgrass-fires,GGY,0,Europe
forestry-and-land-use,wetland-fires,GGY,0,Europe
mineral-extraction,bauxite-mining,GHA,69138,Africa
agriculture,cropland-fires,GHA,38288,Africa
transportation,domestic-aviation,GHA,9891,Africa
power,electricity-generation,GHA,735000,Africa
agriculture,enteric-fermentation-cattle-pasture,GHA,19885,Africa
forestry-and-land-use,forest-land-clearing,GHA,359006,Africa
forestry-and-land-use,forest-land-degradation,GHA,10359,Africa
forestry-and-land-use,forest-land-fires,GHA,243550,Africa
transportation,international-aviation,GHA,470317,Africa
agriculture,manure-left-on-pasture-cattle,GHA,10267,Africa
forestry-and-land-use,net-forest-land,GHA,-792063,Africa
forestry-and-land-use,net-shrubgrass,GHA,3172,Africa
forestry-and-land-use,net-wetland,GHA,-2655,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GHA,1927881,Africa
fossil-fuel-operations,oil-and-gas-refining,GHA,203286,Africa
forestry-and-land-use,removals,GHA,-772290,Africa
transportation,road-transportation,GHA,89806,Africa
forestry-and-land-use,shrubgrass-fires,GHA,156235,Africa
waste,solid-waste-disposal,GHA,181784,Africa
waste,wastewater-treatment-and-discharge,GHA,4838,Africa
forestry-and-land-use,water-reservoirs,GHA,640497,Africa
forestry-and-land-use,wetland-fires,GHA,881,Africa
forestry-and-land-use,forest-land-clearing,GIB,0,Europe
forestry-and-land-use,forest-land-degradation,GIB,0,Europe
forestry-and-land-use,forest-land-fires,GIB,0,Europe
transportation,international-aviation,GIB,24948,Europe
forestry-and-land-use,net-forest-land,GIB,187,Europe
forestry-and-land-use,net-shrubgrass,GIB,125,Europe
forestry-and-land-use,removals,GIB,3,Europe
forestry-and-land-use,shrubgrass-fires,GIB,0,Europe
mineral-extraction,bauxite-mining,GIN,318085,Africa
agriculture,cropland-fires,GIN,253854,Africa
power,electricity-generation,GIN,86000,Africa
agriculture,enteric-fermentation-cattle-pasture,GIN,411538,Africa
forestry-and-land-use,forest-land-clearing,GIN,1356088,Africa
forestry-and-land-use,forest-land-degradation,GIN,21908,Africa
forestry-and-land-use,forest-land-fires,GIN,4621512,Africa
transportation,international-aviation,GIN,88353,Africa
agriculture,manure-left-on-pasture-cattle,GIN,212497,Africa
forestry-and-land-use,net-forest-land,GIN,1248899,Africa
forestry-and-land-use,net-shrubgrass,GIN,286215,Africa
forestry-and-land-use,net-wetland,GIN,-29185,Africa
forestry-and-land-use,removals,GIN,-6018021,Africa
transportation,road-transportation,GIN,178609,Africa
forestry-and-land-use,shrubgrass-fires,GIN,979262,Africa
waste,solid-waste-disposal,GIN,206126,Africa
agriculture,synthetic-fertilizer-application,GIN,378,Africa
waste,wastewater-treatment-and-discharge,GIN,6606,Africa
forestry-and-land-use,water-reservoirs,GIN,12347,Africa
forestry-and-land-use,wetland-fires,GIN,7878,Africa
agriculture,cropland-fires,GLP,0,North America
power,electricity-generation,GLP,330000,North America
forestry-and-land-use,forest-land-clearing,GLP,1290,North America
forestry-and-land-use,forest-land-degradation,GLP,182,North America
forestry-and-land-use,forest-land-fires,GLP,0,North America
transportation,international-aviation,GLP,314903,North America
forestry-and-land-use,net-forest-land,GLP,48637,North America
forestry-and-land-use,net-shrubgrass,GLP,-7127,North America
forestry-and-land-use,net-wetland,GLP,490,North America
forestry-and-land-use,removals,GLP,-1009,North America
transportation,road-transportation,GLP,23938,North America
forestry-and-land-use,shrubgrass-fires,GLP,0,North America
waste,solid-waste-disposal,GLP,18536,North America
waste,wastewater-treatment-and-discharge,GLP,498,North America
forestry-and-land-use,wetland-fires,GLP,0,North America
agriculture,cropland-fires,GMB,11279,Africa
power,electricity-generation,GMB,108000,Africa
agriculture,enteric-fermentation-cattle-pasture,GMB,22635,Africa
forestry-and-land-use,forest-land-clearing,GMB,1910,Africa
forestry-and-land-use,forest-land-degradation,GMB,97,Africa
forestry-and-land-use,forest-land-fires,GMB,50921,Africa
transportation,international-aviation,GMB,37156,Africa
agriculture,manure-left-on-pasture-cattle,GMB,11687,Africa
forestry-and-land-use,net-forest-land,GMB,-18294,Africa
forestry-and-land-use,net-shrubgrass,GMB,1682,Africa
forestry-and-land-use,net-wetland,GMB,-4277,Africa
forestry-and-land-use,removals,GMB,-52581,Africa
transportation,road-transportation,GMB,154760,Africa
forestry-and-land-use,shrubgrass-fires,GMB,13445,Africa
waste,solid-waste-disposal,GMB,154013,Africa
agriculture,synthetic-fertilizer-application,GMB,115,Africa
waste,wastewater-treatment-and-discharge,GMB,3409,Africa
forestry-and-land-use,wetland-fires,GMB,173,Africa
agriculture,cropland-fires,GNB,18082,Africa
power,electricity-generation,GNB,27000,Africa
agriculture,enteric-fermentation-cattle-pasture,GNB,30398,Africa
forestry-and-land-use,forest-land-clearing,GNB,135330,Africa
forestry-and-land-use,forest-land-degradation,GNB,3308,Africa
forestry-and-land-use,forest-land-fires,GNB,244229,Africa
transportation,international-aviation,GNB,11582,Africa
agriculture,manure-left-on-pasture-cattle,GNB,15696,Africa
forestry-and-land-use,net-forest-land,GNB,229499,Africa
forestry-and-land-use,net-shrubgrass,GNB,7499,Africa
forestry-and-land-use,net-wetland,GNB,-4686,Africa
forestry-and-land-use,removals,GNB,-358983,Africa
transportation,road-transportation,GNB,84117,Africa
forestry-and-land-use,shrubgrass-fires,GNB,38650,Africa
agriculture,synthetic-fertilizer-application,GNB,198,Africa
forestry-and-land-use,wetland-fires,GNB,345,Africa
agriculture,cropland-fires,GNQ,3956,Africa
transportation,domestic-aviation,GNQ,430,Africa
power,electricity-generation,GNQ,0,Africa
agriculture,enteric-fermentation-cattle-pasture,GNQ,2254,Africa
forestry-and-land-use,forest-land-clearing,GNQ,352834,Africa
forestry-and-land-use,forest-land-degradation,GNQ,31462,Africa
forestry-and-land-use,forest-land-fires,GNQ,202,Africa
transportation,international-aviation,GNQ,14061,Africa
agriculture,manure-left-on-pasture-cattle,GNQ,1164,Africa
forestry-and-land-use,net-forest-land,GNQ,206357,Africa
forestry-and-land-use,net-shrubgrass,GNQ,1817,Africa
forestry-and-land-use,net-wetland,GNQ,3773,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GNQ,2620056,Africa
forestry-and-land-use,removals,GNQ,-382567,Africa
transportation,road-transportation,GNQ,139830,Africa
forestry-and-land-use,shrubgrass-fires,GNQ,51,Africa
agriculture,synthetic-fertilizer-application,GNQ,4,Africa
waste,wastewater-treatment-and-discharge,GNQ,7502,Africa
forestry-and-land-use,wetland-fires,GNQ,130,Africa
fossil-fuel-operations,coal-mining,GRC,434882,Europe
agriculture,cropland-fires,GRC,82870,Europe
transportation,domestic-aviation,GRC,7849,Europe
power,electricity-generation,GRC,785136,Europe
agriculture,enteric-fermentation-cattle-pasture,GRC,62305,Europe
forestry-and-land-use,forest-land-clearing,GRC,168292,Europe
forestry-and-land-use,forest-land-degradation,GRC,0,Europe
forestry-and-land-use,forest-land-fires,GRC,687794,Europe
transportation,international-aviation,GRC,115751,Europe
